,Duration..in.seconds.,ResponseId,phase,team_name,domain,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,Month.13,Month.14,Month.15,Month.16,Month.17,Month.18,confidence,subexpert,pub,basis,basis_5_TEXT,model,theory,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,coviddesc,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,datatrain,counterfact,counter_imp,counter_yn,othercounter,othercountim,Method,isExpert,ResponseId.old,revised,team_size,team_expertise,team_size.coded,team_discipline.coded,team_discipline.missingdat,previous_tournament.coded,previous_tournament.missingdat,Age,Sex,Genderident,Genderident_5_TEXT,Occupation,Ethnicity,Education,Religion,Religion_Other,Politics_1,Country.of.Residence,Residential.Area,Income,time_upload,Method.coded,Method.complex,DataOnly,mean_error_w1,root_mean_sqr_error_w1,mean_abs_error_w1,mean_percent_error_w1,mean_abs_percent_error_w1,MASE1_w1,RMSE_cutoff_Naive_linear,RMSE_cutoff_Naive_rwf,compare_to_naive_linear,compare_to_naive_rwf,MASE_cutoff_Naive_linear,MASE_cutoff_Naive_rwf,compare_to_naive_linear_MASE,compare_to_naive_rwf_MASE,time_spent,mean_error_covid,root_mean_sqr_error_covid,mean_abs_error_covid,mean_percent_error_covid,mean_abs_percent_error_covid,MASE1_covid,mean_error_w1_lastmonths,root_mean_sqr_error_w1_lastmonths,mean_abs_error_w1_lastmonths,mean_percent_error_w1_lastmonths,mean_abs_percent_error_w1_lastmonths,MASE1_w1_lastmonths,mean_error_w2,root_mean_sqr_error_w2,mean_abs_error_w2,mean_percent_error_w2,mean_abs_percent_error_w2,MASE1_w2,RMSE_cutoff_Naive_linear_w2,RMSE_cutoff_Naive_rwf_w2,compare_to_naive_linear_w2,compare_to_naive_rwf_w2,MASE_cutoff_Naive_linear_w2,MASE_cutoff_Naive_rwf_w2,compare_to_naive_linear_MASE_w2,compare_to_naive_rwf_MASE_w2,team_gender,team_education,team_Age,non_US,CounterFactual_Presence_Final,COVID.Final,Onus.Final,counterNum,justification_dataReceived,justification_theoreticalInsight,justification_externalEvent,parameters_coded,TournamentStart,ForecastisUpdated
21,405,R_2ZZyRqUPQ41Rcxl,1,AhamBrahamasmi,lifesat,5,7,6,7,6,4,5,4,5,6,6,5,NA,NA,NA,NA,NA,NA,5,1,2,1,NA,NA,none,none,1,1,3,Economic effect,Less money = people feeling bad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None. Nothing could change this,7,2,NA,NA,Intuition/Theory,1,R_2ZZyRqUPQ41Rcxl,0,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.821250618,1.272317716,1.063841991,12.95564197,16.8261876,33.46313476,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,1.166292116,1.348302256,1.166292116,18.4342197,18.4342197,36.68570199,1.166292116,1.348302256,1.166292116,18.4342197,18.4342197,34.899511,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,NA,100,0,0,0,0,NA,NA,NA,1,May,NA
22,369846,R_22JuVmmGmu5qWDO,1,C-Team,lifesat,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,NA,NA,NA,NA,NA,NA,2,5,1,"1,4",NA,Geometric mean of the datapoints provided ,"Our forecast is based on the general assumption that the many factors that predict the outcome variable are not known. Therefore, we opted for a minimalist model that summarizes the known datapoints and no additional assumptions. ","Expert forecasts on COVID (e.g., the IHME forecasts), even forecasts made for the same day, have been wrong by a lot. Thus, we are not incorporating additional assumption on COVID or other variables into our model. All the given datapoints are summarized using their geometric mean.	",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barring dramatic types of counterfactuals, earlier application of social distancing may have affected the forecast. The direction and effect size of that would be hard to estimate.  ",2,2,NA,NA,Mixed,1,R_22JuVmmGmu5qWDO,1,2,evolutionary and personality psychologists conducting research on social well-being,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,-0.040151925,0.05285735,0.040151925,-0.638202095,0.638202095,1.262978244,0,1,Below Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.028443761,0.032774411,0.028443761,-0.44980444,0.44980444,0.894698093,-0.028443761,0.032774411,0.028443761,-0.44980444,0.44980444,0.851136117,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,41.5,50,1,2,0,1,NA,NA,NA,0,May,NA
23,1069,R_sRueTBbGYDURxcd,1,Cascade Institute,lifesat,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,NA,NA,NA,NA,NA,NA,2,4,2,"1,4",NA,"Life satisfaction -- as measured from Twitter data -- varies very little. Generally, life satisfaction Twitter data indicates a slight uptake in life satisfaction during the summer months.",Life satisfaction tends to increase slightly in the summer months.,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,1,R_sRueTBbGYDURxcd,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,-0.112082716,0.132944908,0.112082716,-1.77831538,1.77831538,3.525560232,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.067041218,0.068990139,0.067041218,-1.059278053,1.059278053,2.108780553,-0.067041218,0.068990139,0.067041218,-1.059278053,1.059278053,2.006106088,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,NA,100,0,0,0,0,NA,NA,NA,1,May,NA
24,1006,R_2D7zcSqrVUj0sRy,1,1859,igend,0.451177879,0.469998446,0.487400661,0.423151182,0.31531267,0.343069661,0.33070048,0.41393489,0.346445309,0.325965101,0.360973853,0.340531937,NA,NA,NA,NA,NA,NA,3,2,2,4,NA,I took the bias score from the same month (averaged across all years).,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I don't believe that COVID or any counterfactual event will have a significant impact on implicit gender biases.,1,2,NA,NA,Data-Driven,1,R_2D7zcSqrVUj0sRy,1,1,"Social Psychology, Judgment and Decision-Making",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,-0.033409959,0.067975798,0.050566705,-9.563942891,14.40136139,4.541313014,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.003310605,0.034413336,0.023732427,-1.092160276,6.858063863,2.131370456,-0.003310605,0.034413336,0.023732427,-1.092160276,6.858063863,2.177876912,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,29,100,0,0,0,0,NA,NA,NA,0,May,NA
25,1006,R_2D7zcSqrVUj0sRy,1,1859,egend,1.044475889,1.099706219,1.119752566,0.988002172,0.749377594,0.7869409,0.735167352,0.875315333,0.792546715,0.729221432,0.82819675,0.801135271,NA,NA,NA,NA,NA,NA,2,2,2,4,NA,I took the bias score from the same month (averaged across all years).,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I don't think that COVID or any counterfactual event will significantly impact explicit gender bias.,1,2,NA,NA,Data-Driven,1,R_2D7zcSqrVUj0sRy,1,1,"Social Psychology, Judgment and Decision-Making",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,-0.089998386,0.1568004,0.113824543,-11.28366818,14.27267052,2.709022798,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.027404377,0.064107354,0.045050305,-3.686062826,5.964600338,1.072196735,-0.027404377,0.064107354,0.045050305,-3.686062826,5.964600338,1.160914063,1,1,Above Naive linear,Above Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,0,29,100,0,0,0,0,NA,NA,NA,0,May,NA
26,1975,R_WASIBllES8jF0t3,1,R4VST9,iasian,0.55,0.56,0.57,0.58,0.59,0.6,0.65,0.5,0.35,0.33,0.32,0.31,NA,NA,NA,NA,NA,NA,5,3,1,"1,5","We based our predictions on the data pattern from the previous years and potential future events (e.g., COVID19 and Presidential election, etc.) ","We did not apply any algorithms or models. 
We predicted based on the visual pattern of the previous years and potential future events. ",NA,NA,1,1,2,NA,"Since COVID19 started from East Asia, we believe the trajectories of the confirmed cases and deaths will linearly affect people's implicit Asian-American bias. ",1200000,1350000,1500000,1600000,1700000,1800000,2000000,2300000,2600000,2900000,3100000,3000000,NA,"Impressive COVID19 management in Asian countries (e.g., South Korea, Taiwan, etc.) 
The Oscar winnings of an Asian film (e.g., Parasite). 
The popularity of Asian culture (e.g., K-Pop, BTS, etc.)",3,2,NA,NA,Mixed,1,R_WASIBllES8jF0t3,1,2,Our team has expertise in decision biases,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-0.144335371,0.188555637,0.158174086,-41.50872171,45.50624902,6.112764149,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,13155833.33,16837488.18,13155833.33,76.11945514,76.11945514,36.5441845,-0.060320131,0.136300151,0.087997561,-17.00263765,24.99769227,3.40073616,-0.060320131,0.136300151,0.087997561,-17.00263765,24.99769227,3.654386376,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,0,37.5,0,1,2,0,3,NA,NA,NA,1,May,NA
27,3587,R_1C41iSRHRcK8H7i,1,Mr Muddle,easian,0.2,0.25,0.28,0.29,0.25,0.3,0.32,0.25,0.22,0.2,0.18,0.15,NA,NA,NA,NA,NA,NA,5,4,2,"1,2",NA,NA,"My forecast is based broadly on the evolutionary underpinnings of racism in general. From an evolutionary viewpoint, humans have spent much of our evolutionary history interacting mainly with people of the same community (tribe), and ""outsiders"" are often viewed as ""dangerous"" as evidence has suggested intergroup conflicts were rife and were often deadly. Fast forward to the modern day, while people in the U.S have generally learned to live fairly harmoniously with people who are ethnically different from each other through education and social learning. However, explicit bias towards people who are different to the majority group (e.g., Asian-American bias) might become more apparent again as such evolved cognitive bias are activated by regular reports of the coronavirus links to China and with President Trump and the White House regularly reinforcing such ideas. In addition, when people are faced with threats to their survival, they also tended to become more impulsive from an evolutionary standpoint as a strategy to cope with the stressors and the easier (wrong) option is for some people to direct their fears and anger towards a perceived outgroup who have been accused by some to be at fault.  ","COVID-19 cases and death rates could predict how much longer the virus outbreak will last, and hence how much more distress the population is going to be put under; thereby predicting people's reactions to these stressors. The same could be said for lockdown restriction measures across the U.S.
The date of the U.S presidential elections will predict how a rise of these bias as Donald Trump is likely going to bank on an anti-China, protect U.S selling point for his campaign. ",3,1,2,NA,"As indicated previously, the number of COVID-19 cases will predict how much more distress the population is going to be put under, and how impulsive people are therefore going to be (e.g., blaming and directing their anger towards the Asian-American community). This effect is likely going to be accentuated by constant feeding of additional biased information from the president and the White house on this issue. ",2000000,3000000,4000000,4500000,5000000,5250000,5500000,5750000,5850000,5900000,5901000,5901000,NA,"Closing the borders back in January would have changed everything, definitely would have lowered the positive cases and death rates significantly.

Investing in Personal Protective Equipment earlier and implementing social distancing practising back in January. ",7,1,If U.S and all other countries around the world has been better prepared in terms of resources in dealing with such a crisis. ,6,Intuition/Theory,1,R_1C41iSRHRcK8H7i,1,1,Knowledge of a variety of psychological perspectives and have done a fair bit of research in a variety of areas but not Asian-American bias to be honest. ,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,-0.422925631,0.425794807,0.422925631,237.182757,237.182757,7.029407595,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,10364000,14528153.88,10460666.67,44.68411217,49.01676454,29.05756884,-0.396485208,0.399290344,0.396485208,230.4743193,230.4743193,6.589943795,-0.396485208,0.399290344,0.396485208,230.4743193,230.4743193,6.701999336,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,37,100,1,2,0,3,NA,NA,NA,4,May,NA
28,441561,R_3lzeKBOZqIExUsr,1,polarization-2020CO,lifesat,6.29,6.29,6.31,6.33,6.33,6.36,6.34,6.35,6.36,6.4,6.39,6.4,NA,NA,NA,NA,NA,NA,4,5,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think if the pandemic had not been occurred, we wouldn't see a sudden drop in life satisfaction between March- May 2020. , ",5,2,NA,NA,Intuition/Theory,1,R_3lzeKBOZqIExUsr,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-0.024582716,0.041193075,0.032909337,-0.390066349,0.521525548,1.035162732,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.040374551,0.045910573,0.040374551,-0.637727131,0.637727131,1.26998093,-0.040374551,0.045910573,0.040374551,-0.637727131,0.637727131,1.208146799,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,100,0,34,0,1,1,0,1,NA,NA,NA,0,May,NA
29,441561,R_3lzeKBOZqIExUsr,1,polarization-2020CO,polar,84,85,86,84,85,83,82,81,83,81,82,82,NA,NA,NA,NA,NA,NA,5,3,2,1,NA,NA,NA,NA,1,1,NA,NA,I think it would increase the polarization. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,Intuition/Theory,1,R_3lzeKBOZqIExUsr,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1.541666667,3.64862988,2.708333333,1.688225027,3.16990574,1.319762599,0,1,Below Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,2.083333333,2.922612986,2.25,2.428079412,2.630099614,1.096418159,2.083333333,2.922612986,2.25,2.428079412,2.630099614,0.968590561,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,100,0,34,0,0,0,0,0,NA,NA,NA,1,May,NA
30,441561,R_3lzeKBOZqIExUsr,1,polarization-2020CO,iasian,0.6,0.7,0.65,0.63,0.65,0.65,0.6,0.55,0.57,0.55,0.53,0.55,NA,NA,NA,NA,NA,NA,5,3,2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think if the pandemic had not been occurred, we would continue to see the previous patterns. ",6,2,NA,NA,Intuition/Theory,1,R_3lzeKBOZqIExUsr,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-0.254335371,0.260283554,0.254335371,-73.33682054,73.33682054,9.828993977,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.208653464,0.209485495,0.208653464,-59.69888243,59.69888243,8.06358012,-0.208653464,0.209485495,0.208653464,-59.69888243,59.69888243,8.665017202,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,100,0,34,0,1,1,0,1,NA,NA,NA,0,May,NA
31,441561,R_3lzeKBOZqIExUsr,1,polarization-2020CO,easian,0.18,0.18,0.16,0.17,0.13,0.1,0.11,0.09,0.07,0.08,0.07,0.07,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,NA,NA,Intuition/Theory,1,R_3lzeKBOZqIExUsr,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-0.299592297,0.305204772,0.299592297,165.4151615,165.4151615,4.979495726,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.258151875,0.259847339,0.258151875,148.0063427,148.0063427,4.290718319,-0.258151875,0.259847339,0.258151875,148.0063427,148.0063427,4.363677783,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,100,0,34,0,0,0,0,0,NA,NA,NA,1,May,NA
32,893,R_DAEDt5Ai3qF481z,1,Seaside,lifesat,6.3,6.25,6.2,6.15,6.15,6.15,6.15,6.15,6.2,6.25,6.3,6.35,NA,NA,NA,NA,NA,NA,5,6,1,2,NA,NA,"The forecast is based on the phenomenon of hedonic adaptation, by which people tend to rever to their baseline level of happiness after a significant event, such as the Covid-19 pandemic. ","I also considered the probability that the recession would not be worse a year from now. While this is quite uncertain, I have assumed that a year from now the economic situation will be better, not worse. ",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,1,R_DAEDt5Ai3qF481z,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,0.104583951,0.129964933,0.111690552,1.651464539,1.765243223,3.51322474,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,0.099625449,0.121142606,0.102987513,1.573814254,1.626844376,3.239470763,0.099625449,0.121142606,0.102987513,1.573814254,1.626844376,3.081744097,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,NA,100,0,0,0,0,NA,NA,NA,2,May,NA
33,1933,R_1MSUHSwe1zPiuOQ,1,CarrNCUSA,lifesat,6.3,6.45,6.49,6.49,6.45,6.46,6.43,6.48,6.4,6.41,6.43,6.46,NA,NA,NA,NA,NA,NA,4,4,1,"1,4",NA,Estimating the AR process in the time series and then adjusting based on intuition. ,NA,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waiting until mid-March to suspend travel,5,2,NA,NA,Mixed,1,R_1MSUHSwe1zPiuOQ,1,1,cultural psychology,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,-0.116249382,0.134454333,0.121860365,-1.843199882,1.931789693,3.833116053,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.102041218,0.110304835,0.102041218,-1.612860043,1.612860043,3.209705057,-0.102041218,0.110304835,0.102041218,-1.612860043,1.612860043,3.053427653,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,28,0,1,2,0,1,NA,NA,NA,0,May,NA
34,1933,R_1MSUHSwe1zPiuOQ,1,CarrNCUSA,ideolrep,41.3,40.6,40.59387,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,NA,NA,NA,NA,NA,NA,5,4,1,4,NA,"Forecasts derived from an AR model of the democrat and republican time series, with updated values from 538 for April and May. ",N/A,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Tara Reade accusing Joe Biden of sexual assault. ,3,2,NA,NA,Data-Driven,1,R_1MSUHSwe1zPiuOQ,1,1,cultural psychology,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,1.944866818,2.959870516,1.984335147,4.326312407,4.422855657,2.037449813,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,2.807608572,4.061328396,2.845136572,6.053280161,6.14594189,2.921292295,2.807608572,4.061328396,2.845136572,6.053280161,15.99864892,2.79968186,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,28,0,1,0,0,1,NA,NA,NA,0,May,NA
35,1933,R_1MSUHSwe1zPiuOQ,1,CarrNCUSA,ideoldem,48.7,48.5,48.53922,48.53153,48.53303,48.53274,48.5328,48.53278,48.53279,48.53279,48.53279,48.53279,NA,NA,NA,NA,NA,NA,5,4,1,4,NA,"Forecasts derived from an AR model of the democrat and republican time series, with updated values from 538 for April and May. ",N/A,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Tara Reade accusing Joe Biden of sexual assault. ,3,2,NA,NA,Data-Driven,1,R_1MSUHSwe1zPiuOQ,1,1,cultural psychology,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,-1.394886295,2.344780047,1.884654081,-3.12382303,4.108885548,1.774129334,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,-3.237075714,3.33121887,3.237075714,-7.179066677,7.179066677,3.047238769,-3.237075714,3.33121887,3.237075714,-7.179066677,15.99864892,3.046487825,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,100,28,0,1,0,0,1,NA,NA,NA,0,May,NA
36,204,R_2WB8J6PdmAAQGbM,1,Little Bear,polar,85,85,78,82,80,90,95,95,95,95,90,85,NA,NA,NA,NA,NA,NA,3,4,1,1,NA,NA,NA,NA,2,1,1,NA,NA,30000,40000,45000,60000,70000,75000,78000,80000,85000,90000,91000,95000,NA,NA,1,2,NA,NA,Intuition/Theory,1,R_2WB8J6PdmAAQGbM,0,1,,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-3.208333333,7.925433742,6.625,-3.984034453,7.90812929,3.228342358,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,240469.4167,281507.7602,240469.4167,74.31294376,74.31294376,10.88228218,-8.583333333,9.637167634,8.583333333,-10.29781792,10.29781792,4.182632237,-8.583333333,9.637167634,8.583333333,-10.29781792,10.29781792,3.694993623,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,47,100,0,0,0,0,NA,NA,NA,1,May,NA
37,1434,R_2RWFd9H3z37Yqmb,1,Foxtrot,polar,80,80,80,85,85,90,80,80,80,80,80,80,NA,NA,NA,NA,NA,NA,3,6,1,"1,2,5",Using baserates,Base rates,The assumptions involve the use of recent baserates plus the likely impact of increased polarization following party conventions and proximity to the general election,See above,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,Mixed,1,R_2RWFd9H3z37Yqmb,0,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.041666667,4.059453986,3.375,3.535609743,3.96296017,1.644627239,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,3.916666667,4.420595737,3.916666667,4.61065912,4.61065912,1.908579759,3.916666667,4.420595737,3.916666667,4.61065912,4.61065912,1.686065051,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,0,42,0,0,0,0,0,NA,NA,NA,2,May,NA
38,258861,R_3nJlV17e4so1J8U,1,Old Chickens,lifesat,6,6.1,6.2,6.3,6.4,6.45,6.491453324,6.496176655,6.50105743,6.505938205,6.510346647,6.515227422,NA,NA,NA,NA,NA,NA,2,2,2,"2,4",NA,Time series linear regression model,Hedonic adaptation. Use the 2009 great recession to estimate the depth and length of temporary dip in Cantril Ladder scores.,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Had China fully contained COVID-19 and it not spread around the world, I would not have forecasted a dip.",6,2,NA,NA,Mixed,1,R_3nJlV17e4so1J8U,0,1,,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,-0.051266022,0.165540719,0.148354414,-0.806136607,2.346157398,4.666485991,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.170407831,0.171065588,0.170407831,-2.691356786,2.691356786,5.360175925,-0.170407831,0.171065588,0.170407831,-2.691356786,2.691356786,5.099194196,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,43,100,1,2,1,1,NA,NA,NA,0,May,NA
39,258861,R_3nJlV17e4so1J8U,1,Old Chickens,ideolrep,38.14050106,38.29213901,38.43888541,38.94213668,40.02345615,40.73228184,42.28784731,40.1551006,39.33892999,39.49056794,39.62753124,39.77916919,NA,NA,NA,NA,NA,NA,4,6,1,"1,4",NA,Time series model,"1. COVID will have no effect on political ideology
2. political ideology temporarily spikes when there is a partisan event (election, impeachment)
3. political ideology is generally on the rise",none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,2,NA,NA,Mixed,1,R_3nJlV17e4so1J8U,0,1,,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2.975304417,3.439693911,2.975304417,6.837883994,6.837883994,3.05494434,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,3.133385317,4.021498461,3.133385317,6.89638693,6.89638693,3.217256589,3.133385317,4.021498461,3.133385317,6.89638693,15.99864892,3.083325461,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,43,100,0,0,0,0,NA,NA,NA,0,May,NA
40,258861,R_3nJlV17e4so1J8U,1,Old Chickens,ideoldem,43.60695583,43.69154537,43.77340621,44.52370772,46.37584803,47.88992008,48.05855248,47.25694823,46.39644324,45.69618755,44.82008803,44.5210686,NA,NA,NA,NA,NA,NA,4,6,1,"1,4",NA,Time series model,"1. COVID will have no effect on political ideology
2. political ideology temporarily spikes when there is a partisan event (election, impeachment)
3. political ideology is generally on the rise",none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,2,NA,NA,Mixed,1,R_3nJlV17e4so1J8U,0,1,,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1.676590238,2.975030036,2.595533044,3.401316394,5.424875142,2.4433191,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,-0.774854693,1.396674569,1.246819481,-1.712909419,2.738919827,1.173700276,-0.774854693,1.396674569,1.246819481,-1.712909419,15.99864892,1.173411036,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,0,43,100,0,0,0,0,NA,NA,NA,0,May,NA
