"","team_name","Domains","Tournament","Rank","Nteams","May2020","June2020","July2020","August2020","Sept2020","Oct2020","Nov2020","Dec2020","Jan2021","Feb2021","March2021","April2021","MAE","MASE"
"545","Dutch East India Company","Implicit Asian American Bias","November - 6-months",32,42,NA,NA,NA,NA,NA,NA,0.386282063,0.386282063,0.386282063,0.386282063,0.386282063,0.386282063,0.0366021935,1.52002574256193
"546","Bordeaux","Implicit Asian American Bias","November - 6-months",33,42,NA,NA,NA,NA,NA,NA,0.386,0.386,0.386,0.387,0.387,0.386,0.0366534638333333,1.52215491076318
"547","Bluebirds","Implicit Asian American Bias","November - 6-months",34,42,NA,NA,NA,NA,NA,NA,0.388,0.388,0.388,0.388,0.388,0.388,0.0383201305,1.59136869265315
"548","FrostNova","Implicit Asian American Bias","November - 6-months",35,42,NA,NA,NA,NA,NA,NA,0.35,0.37,0.39,0.4,0.4,0.41,0.0384569715,1.59705146252971
"549","Team42","Implicit Asian American Bias","November - 6-months",36,42,NA,NA,NA,NA,NA,NA,0.41,0.37,0.41,0.37,0.34,0.42,0.0384594681666667,1.59715514477498
"550","The Well-Adjusted R Squares","Implicit Asian American Bias","November - 6-months",37,42,NA,NA,NA,NA,NA,NA,0.389268,0.3893786,0.3894892,0.3895998,0.3897104,0.3898209,0.0398646138333333,1.65550841219276
"551","CoronaSky","Implicit Asian American Bias","November - 6-months",38,42,NA,NA,NA,NA,NA,NA,0.39,0.39,0.39,0.39,0.39,0.39,0.0403201305,1.6744252309211
"552","TheMets","Implicit Asian American Bias","November - 6-months",39,42,NA,NA,NA,NA,NA,NA,0.407,0.38,0.407,0.38,0.407,0.38,0.0438201305,1.81977417289002
"553","Team29","Implicit Asian American Bias","November - 6-months",40,42,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.0503201305,2.08970792226088
"554","ms607","Implicit Asian American Bias","November - 6-months",41,42,NA,NA,NA,NA,NA,NA,0.37,0.4,0.45,0.43,0.4,0.39,0.0569867971666667,2.36656304982073
"555","NYHC","Implicit Asian American Bias","November - 6-months",42,42,NA,NA,NA,NA,NA,NA,0.45,0.44,0.44,0.43,0.43,0.42,0.0853201305,3.5431973419501
"556","AbCdEfG","Ideological Preferences for Democrats","November - 6-months",1,47,NA,NA,NA,NA,NA,NA,45.72197511,45.62197511,45.53197511,45.44197511,45.37197511,45.31197511,0.631890691999999,0.594687140479408
"557","Heisenburg","Ideological Preferences for Democrats","November - 6-months",2,47,NA,NA,NA,NA,NA,NA,46.39,46.37,45.26,45.26,44.98,43.78,0.656285714000001,0.617645867453524
"558","IPZ_predi","Ideological Preferences for Democrats","November - 6-months",3,47,NA,NA,NA,NA,NA,NA,45.1727294921875,45.3195724487305,43.7042961120605,43.8511390686035,43.9979820251465,44.1448249816895,0.798464682728499,0.751453827311022
"559","Dutch East India Company","Ideological Preferences for Democrats","November - 6-months",4,47,NA,NA,NA,NA,NA,NA,45,47,47,46,46,45,0.824285714,0.775754605033315
"560","fearfulastra","Ideological Preferences for Democrats","November - 6-months",5,47,NA,NA,NA,NA,NA,NA,45.97,46.058,46.148,46.238,46.319,46.409,0.903085714000001,0.849915131945742
"561","The Bingo Jingoists","Ideological Preferences for Democrats","November - 6-months",6,47,NA,NA,NA,NA,NA,NA,45.88,44.02,45.76,43.99,44.09,45.65,1.161714286,1.09331654278493
"562","Turing Tesla Solutions","Ideological Preferences for Democrats","November - 6-months",7,47,NA,NA,NA,NA,NA,NA,43,45,45,45,45,45,1.224285714,1.15220398022329
"563","Old Chickens","Ideological Preferences for Democrats","November - 6-months",8,47,NA,NA,NA,NA,NA,NA,48.0585524839054,47.2569482297344,46.3964432413157,45.6961875538803,44.820088030328,44.5210685974829,1.246819480935,1.17341103643169
"564","Average Joes","Ideological Preferences for Democrats","November - 6-months",9,47,NA,NA,NA,NA,NA,NA,44.01,44.01,44.01,44.01,44.01,44.01,1.285714286,1.21001584909383
"565","StatFore","Ideological Preferences for Democrats","November - 6-months",10,47,NA,NA,NA,NA,NA,NA,43.9717575588208,43.9821922501393,43.9926269414578,44.0030616327764,44.0134963240949,44.0239310154134,1.29682652975104,1.22047384213642
"566","Bordeaux","Ideological Preferences for Democrats","November - 6-months",11,47,NA,NA,NA,NA,NA,NA,44.084,44.091,43.868,43.868,43.868,43.868,1.339914286,1.26102473943207
"567","Team IPA","Ideological Preferences for Democrats","November - 6-months",12,47,NA,NA,NA,NA,NA,NA,46,48,48,47,46.5,46,1.404285714,1.32160619905879
"568","LongerSquigglyLines","Ideological Preferences for Democrats","November - 6-months",13,47,NA,NA,NA,NA,NA,NA,43.75,43.75,43.75,43.75,43.75,43.75,1.545714286,1.45470794296731
"569","Tosbik","Ideological Preferences for Democrats","November - 6-months",14,47,NA,NA,NA,NA,NA,NA,50,48,47,46,46,45,1.704285714,1.60394323045127
"570","Lotus","Ideological Preferences for Democrats","November - 6-months",15,47,NA,NA,NA,NA,NA,NA,40,45,50,45,45,45,1.824285714,1.71687804300826
"571","RTTMT","Ideological Preferences for Democrats","November - 6-months",16,47,NA,NA,NA,NA,NA,NA,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,1.993049916,1.8757059890016
"572","md2000","Ideological Preferences for Democrats","November - 6-months",17,47,NA,NA,NA,NA,NA,NA,48,48,48,48,47,46,2.104285714,1.98039260564125
"573","NYHC","Ideological Preferences for Democrats","November - 6-months",18,47,NA,NA,NA,NA,NA,NA,50,49,48,47,46,45,2.104285714,1.98039260564125
"574","Bluebirds","Ideological Preferences for Democrats","November - 6-months",19,47,NA,NA,NA,NA,NA,NA,47.3768,47.414,47.4512,47.4884,47.5256,47.5628,2.177805714,2.04958400080117
"575","TheMets","Ideological Preferences for Democrats","November - 6-months",20,47,NA,NA,NA,NA,NA,NA,43.3,42.8,43.3,42.8,43.3,42.8,2.295714286,2.16055052144853
"576","BRTWN","Ideological Preferences for Democrats","November - 6-months",21,47,NA,NA,NA,NA,NA,NA,47.43433,47.7019,47.86473,47.98945,47.42107,47.46002,2.305639714,2.16989157437126
"577","Lady in Black","Ideological Preferences for Democrats","November - 6-months",22,47,NA,NA,NA,NA,NA,NA,50,50,49,45,44,42,2.604285714,2.45095432462872
"578","polarization-2020CO","Ideological Preferences for Democrats","November - 6-months",23,47,NA,NA,NA,NA,NA,NA,49,48,48,48,47,48,2.704285714,2.54506666842622
"579","Team42","Ideological Preferences for Democrats","November - 6-months",24,47,NA,NA,NA,NA,NA,NA,52,48,46,43,42,44,2.775714286,2.6122897716765
"580","Hi5","Ideological Preferences for Democrats","November - 6-months",25,47,NA,NA,NA,NA,NA,NA,50,50,49,48,47,46,2.904285714,2.73329135602121
"581","scaled-humanity","Ideological Preferences for Democrats","November - 6-months",26,47,NA,NA,NA,NA,NA,NA,48.7357838,48.330614,48.87400481,49.7855471,46.74695291,47.6584951,2.955764296,2.78173905609512
"582","ab","Ideological Preferences for Democrats","November - 6-months",27,47,NA,NA,NA,NA,NA,NA,42,42,42,42,42,42,3.295714286,3.10167395942347
"583","teamGreenLake","Ideological Preferences for Democrats","November - 6-months",28,47,NA,NA,NA,NA,NA,NA,49.62472,49.16563,48.75323,48.38289,48.05045,47.7521,3.299443714,3.10518381152451
"584","BlackSwan","Ideological Preferences for Democrats","November - 6-months",29,47,NA,NA,NA,NA,NA,NA,50,49,49,48,48,48,3.304285714,3.10974073121119
"585","Team Blue Skies","Ideological Preferences for Democrats","November - 6-months",30,47,NA,NA,NA,NA,NA,NA,49,49,50,49,48,48,3.304285714,3.10974073121119
"586","Skuld Forecasting Systems","Ideological Preferences for Democrats","November - 6-months",31,47,NA,NA,NA,NA,NA,NA,42.33,42.09,41.88,41.71,41.57,41.45,3.465714286,3.26166494387921
"587","adamman","Ideological Preferences for Democrats","November - 6-months",32,47,NA,NA,NA,NA,NA,NA,50.39778745,50.39622121,49.4633197,48.59147242,48.08436194,47.39116448,3.676487214,3.46002828651062
"588","Erebuni","Ideological Preferences for Democrats","November - 6-months",33,47,NA,NA,NA,NA,NA,NA,50,49,49,50,49,48,3.904285714,3.67441479399616
"589","Team Social Psychological Skill","Ideological Preferences for Democrats","November - 6-months",34,47,NA,NA,NA,NA,NA,NA,50.06813773,49.36581847,49.56993893,49.24534213,49.18301646,48.89050606,4.054849884,3.8161142633024
"590","Imielin","Ideological Preferences for Democrats","November - 6-months",35,47,NA,NA,NA,NA,NA,NA,50,50,50,49.5,49.5,49.5,4.404285714,4.14497651298363
"591","Team29","Ideological Preferences for Democrats","November - 6-months",36,47,NA,NA,NA,NA,NA,NA,49,50,50,50,50,50,4.504285714,4.23908885678113
"592","The Nowcast","Ideological Preferences for Democrats","November - 6-months",37,47,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,4.704285714,4.42731354437612
"593","datamodelers","Ideological Preferences for Democrats","November - 6-months",38,47,NA,NA,NA,NA,NA,NA,51.12509,50.80497,49.42583,50.12637,49.71963,48.47197,4.753891714,4.4739989136403
"594","CarrNCUSA","Ideological Preferences for Democrats","November - 6-months",39,47,NA,NA,NA,NA,NA,NA,50.13557,50.13557,50.13557,50.13557,50.13557,50.13557,4.839855714,4.55490164886238
"595","Dragon","Ideological Preferences for Democrats","November - 6-months",40,47,NA,NA,NA,NA,NA,NA,50,50,50,50,50,51,4.904285714,4.61553823197111
"596","Sociology","Ideological Preferences for Democrats","November - 6-months",41,47,NA,NA,NA,NA,NA,NA,50.2,50.3,50.4,50.5,50.6,50.7,5.164285714,4.86023032584459
"597","Junesix","Ideological Preferences for Democrats","November - 6-months",42,47,NA,NA,NA,NA,NA,NA,50,51,51,52,51,50,5.504285714,5.18021229475608
"598","Team Supreme Ignorance","Ideological Preferences for Democrats","November - 6-months",43,47,NA,NA,NA,NA,NA,NA,51,52,53,53,52,52,6.704285714,6.30956042032601
"599","LoneGradStudent","Ideological Preferences for Democrats","November - 6-months",44,47,NA,NA,NA,NA,NA,NA,40,45,50,52,55,55,6.824285714,6.42249523288301
"600","FrostNova","Ideological Preferences for Democrats","November - 6-months",45,47,NA,NA,NA,NA,NA,NA,50,51,52,53,55,55,7.504285714,7.06245917070597
"601","Polarization Disciples","Ideological Preferences for Democrats","November - 6-months",46,47,NA,NA,NA,NA,NA,NA,53.50022684,53.86867855,55.13101979,54.65246004,54.53850387,54.58370027,8.932999628,8.4070553213323
"602","SCREEN Team","Ideological Preferences for Democrats","November - 6-months",47,47,NA,NA,NA,NA,NA,NA,55,55,55,55,55,55,9.704285714,9.13293073425086
"603","teamGreenLake","Ideological Preferences for Republicans","November - 6-months",1,47,NA,NA,NA,NA,NA,NA,42.36343,41.97902,41.63305,41.32218,41.04315,40.7929,2.204467428,2.16924822864749
"604","Team Supreme Ignorance","Ideological Preferences for Republicans","November - 6-months",2,47,NA,NA,NA,NA,NA,NA,43,43,43,43,42,42,2.258571428,2.22248784773735
"605","Junesix","Ideological Preferences for Republicans","November - 6-months",3,47,NA,NA,NA,NA,NA,NA,43,42,41,41,40,41,2.258571428,2.22248784773735
"606","Team Social Psychological Skill","Ideological Preferences for Republicans","November - 6-months",4,47,NA,NA,NA,NA,NA,NA,42.20576648,42.11888202,42.23574895,42.04741961,42.10490962,41.8591654,2.395940654,2.35766242386685
"607","NYHC","Ideological Preferences for Republicans","November - 6-months",5,47,NA,NA,NA,NA,NA,NA,48,47,46,45,44,43,2.398571428,2.36025116787231
"608","Team Blue Skies","Ideological Preferences for Republicans","November - 6-months",6,47,NA,NA,NA,NA,NA,NA,42,41.5,39.5,40.5,42,42,2.401428572,2.3630626653262
"609","The Nowcast","Ideological Preferences for Republicans","November - 6-months",7,47,NA,NA,NA,NA,NA,NA,42,42,42,42,42,42,2.458571428,2.41929259078729
"610","Sociology","Ideological Preferences for Republicans","November - 6-months",8,47,NA,NA,NA,NA,NA,NA,41.81407407,41.81407407,41.81407407,41.81407407,41.81407407,41.81407407,2.495756614,2.45588369566726
"611","IPZ_predi","Ideological Preferences for Republicans","November - 6-months",9,47,NA,NA,NA,NA,NA,NA,41.6512184143066,41.6537170410156,41.6262474060059,41.6287422180176,41.6312408447266,41.6337394714355,2.52383250588086,2.48351103910482
"612","adamman","Ideological Preferences for Republicans","November - 6-months",10,47,NA,NA,NA,NA,NA,NA,42.22440894,42.22322924,42.59842534,43.41341875,42.24195302,41.16253036,2.532624218,2.49216229232769
"613","CarrNCUSA","Ideological Preferences for Republicans","November - 6-months",11,47,NA,NA,NA,NA,NA,NA,42.78957,42.78957,42.78957,42.78957,42.78957,42.78957,2.616485428,2.57468371175723
"614","Dragon","Ideological Preferences for Republicans","November - 6-months",12,47,NA,NA,NA,NA,NA,NA,41,41,41,41,41,40,2.658571428,2.61609733383723
"615","FrostNova","Ideological Preferences for Republicans","November - 6-months",13,47,NA,NA,NA,NA,NA,NA,42,41,40,40,40,40,2.801428572,2.75667215142607
"616","Imielin","Ideological Preferences for Republicans","November - 6-months",14,47,NA,NA,NA,NA,NA,NA,41,41.2,41.5,42,41,41,2.818571428,2.77354112827718
"617","Erebuni","Ideological Preferences for Republicans","November - 6-months",15,47,NA,NA,NA,NA,NA,NA,43,44,43,44,44,43,2.858571428,2.81290207688717
"618","Team IPA","Ideological Preferences for Republicans","November - 6-months",16,47,NA,NA,NA,NA,NA,NA,41,41,41,41.5,42,43,2.958571428,2.91130444841214
"619","Bluebirds","Ideological Preferences for Republicans","November - 6-months",17,47,NA,NA,NA,NA,NA,NA,41.1082,40.8005,40.2346,40.0212,40.3989,41.6016,3.055988572,3.00716522838003
"620","BlackSwan","Ideological Preferences for Republicans","November - 6-months",18,47,NA,NA,NA,NA,NA,NA,42,42,42,43,43,43,3.058571428,3.00970681993711
"621","polarization-2020CO","Ideological Preferences for Republicans","November - 6-months",19,47,NA,NA,NA,NA,NA,NA,44,46,46,45,44,46,3.058571428,3.00970681993711
"622","Hi5","Ideological Preferences for Republicans","November - 6-months",20,47,NA,NA,NA,NA,NA,NA,45,45,45,45,45,45,3.058571428,3.00970681993711
"623","Old Chickens","Ideological Preferences for Republicans","November - 6-months",21,47,NA,NA,NA,NA,NA,NA,42.2878473107705,40.155100602464,39.3389299889103,39.490567935077,39.627531241292,39.7791691874588,3.13338531658754,3.08332546053729
"624","datamodelers","Ideological Preferences for Republicans","November - 6-months",22,47,NA,NA,NA,NA,NA,NA,43.08203,42.62821,43.91332,44.41024,43.93226,43.32711,3.250445428,3.19851538627692
"625","Polarization Disciples","Ideological Preferences for Republicans","November - 6-months",23,47,NA,NA,NA,NA,NA,NA,44.11069159,43.5455549,44.13091191,43.88413408,44.95911519,45.29515632,3.355003248,3.30140276077173
"626","Heisenburg","Ideological Preferences for Republicans","November - 6-months",24,47,NA,NA,NA,NA,NA,NA,40.81,42.07,41.29,41.27,39,37.75,3.386571428,3.332466598539
"627","ab","Ideological Preferences for Republicans","November - 6-months",25,47,NA,NA,NA,NA,NA,NA,40,40,40,40,40,40,3.401428572,3.34708638057588
"628","scaled-humanity","Ideological Preferences for Republicans","November - 6-months",26,47,NA,NA,NA,NA,NA,NA,40.8262102,40.2958153,42.73799688,43.3687857,40.51602332,41.1468121,3.434081224,3.37921736450968
"629","AbCdEfG","Ideological Preferences for Republicans","November - 6-months",27,47,NA,NA,NA,NA,NA,NA,40.47847036,40.22847036,40.01847036,39.84847036,39.69847036,39.57847036,3.434958212,3.38008034149967
"630","Dutch East India Company","Ideological Preferences for Republicans","November - 6-months",28,47,NA,NA,NA,NA,NA,NA,40,41,41,40,39,39,3.601428572,3.54389112362582
"631","Team42","Ideological Preferences for Republicans","November - 6-months",29,47,NA,NA,NA,NA,NA,NA,43,42,40,39,38,37,3.601428572,3.54389112362582
"632","Lady in Black","Ideological Preferences for Republicans","November - 6-months",30,47,NA,NA,NA,NA,NA,NA,40,42,43,44,45,46,4.658571428,4.58414476433661
"633","Turing Tesla Solutions","Ideological Preferences for Republicans","November - 6-months",31,47,NA,NA,NA,NA,NA,NA,40,38,38,38,38,38,5.001428572,4.92152432497539
"634","fearfulastra","Ideological Preferences for Republicans","November - 6-months",32,47,NA,NA,NA,NA,NA,NA,38.158,38.225,38.295,38.364,38.427,38.496,5.067428572,4.98646989018187
"635","BRTWN","Ideological Preferences for Republicans","November - 6-months",33,47,NA,NA,NA,NA,NA,NA,37.8216,38.12183,38.34718,38.50227,38.14507,38.12093,5.259088572,5.17506787544662
"636","LongerSquigglyLines","Ideological Preferences for Republicans","November - 6-months",34,47,NA,NA,NA,NA,NA,NA,36.662,37.717,38.32,38.426,38.099,37.473,5.726028572,5.63454790904531
"637","Team29","Ideological Preferences for Republicans","November - 6-months",35,47,NA,NA,NA,NA,NA,NA,47,49,50,50,50,50,5.798571428,5.70593179972125
"638","Average Joes","Ideological Preferences for Republicans","November - 6-months",36,47,NA,NA,NA,NA,NA,NA,37.38,37.38,37.38,37.38,37.38,37.38,6.021428572,5.92522851453007
"639","The Bingo Jingoists","Ideological Preferences for Republicans","November - 6-months",37,47,NA,NA,NA,NA,NA,NA,37.87,36.45,35.78,37.78,37.25,36.56,6.219428572,6.12006521014951
"640","Tosbik","Ideological Preferences for Republicans","November - 6-months",38,47,NA,NA,NA,NA,NA,NA,35,37,39,39,37,37,6.401428572,6.29915752632495
"641","RTTMT","Ideological Preferences for Republicans","November - 6-months",39,47,NA,NA,NA,NA,NA,NA,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,6.705970832,6.59883433246069
"642","TheMets","Ideological Preferences for Republicans","November - 6-months",40,47,NA,NA,NA,NA,NA,NA,36.7,36.5,36.7,36.5,36.7,36.5,6.821428572,6.71244748672982
"643","md2000","Ideological Preferences for Republicans","November - 6-months",41,47,NA,NA,NA,NA,NA,NA,36,36,36,36,37,37,7.001428572,6.88957175547476
"644","Lotus","Ideological Preferences for Republicans","November - 6-months",42,47,NA,NA,NA,NA,NA,NA,30,35,40,40,40,45,7.201428572,7.0863764985247
"645","StatFore","Ideological Preferences for Republicans","November - 6-months",43,47,NA,NA,NA,NA,NA,NA,35.8470490245044,36.1182038675572,36.2761108772702,36.3101664563464,36.2358677447654,36.0867929222183,7.28181256892166,7.16547625782217
"646","Bordeaux","Ideological Preferences for Republicans","November - 6-months",44,47,NA,NA,NA,NA,NA,NA,35.759,35.714,35.714,35.819,35.714,35.714,7.657428572,7.53509131267856
"647","LoneGradStudent","Ideological Preferences for Republicans","November - 6-months",45,47,NA,NA,NA,NA,NA,NA,30,35,40,48,48,45,9.258571428,9.11065385448518
"648","Skuld Forecasting Systems","Ideological Preferences for Republicans","November - 6-months",46,47,NA,NA,NA,NA,NA,NA,34.46,34.26,34.08,33.92,33.82,33.71,9.367428572,9.21777186575553
"649","SCREEN Team","Ideological Preferences for Republicans","November - 6-months",47,47,NA,NA,NA,NA,NA,NA,25,25,25,25,25,25,18.401428572,18.1074421093212
"650","datamodelers","Implicit Gender-Career Bias","November - 6-months",1,37,NA,NA,NA,NA,NA,NA,0.3478799,0.3430317,0.3501049,0.3540825,0.3509299,0.3477129,0.0040466255,0.371350647449609
"651","scaled-humanity","Implicit Gender-Career Bias","November - 6-months",2,37,NA,NA,NA,NA,NA,NA,0.3503821,0.3501033,0.35530866,0.3534579,0.3563231,0.3544724,0.00533077483333333,0.489194437628689
"652","Sociology","Implicit Gender-Career Bias","November - 6-months",3,37,NA,NA,NA,NA,NA,NA,0.351509102,0.351509102,0.351509102,0.351509102,0.351509102,0.351509102,0.00599809216666667,0.550432801244913
"653","Dragon","Implicit Gender-Career Bias","November - 6-months",4,37,NA,NA,NA,NA,NA,NA,0.35,0.35,0.35,0.35,0.35,0.35,0.00599809216666667,0.550432801244913
"654","AbCdEfG","Implicit Gender-Career Bias","November - 6-months",5,37,NA,NA,NA,NA,NA,NA,0.351892435,0.351892435,0.351892435,0.351892435,0.351892435,0.351892435,0.00599809216666667,0.550432801244913
"655","Team Blue Skies","Implicit Gender-Career Bias","November - 6-months",6,37,NA,NA,NA,NA,NA,NA,0.35,0.35,0.35,0.35,0.35,0.35,0.00599809216666667,0.550432801244913
"656","Team Social Psychological Skill","Implicit Gender-Career Bias","November - 6-months",7,37,NA,NA,NA,NA,NA,NA,0.344702962,0.345791629,0.347236713,0.34517925,0.346743643,0.345739216,0.00614654666666667,0.56405617081341
"657","The Well-Adjusted R Squares","Implicit Gender-Career Bias","November - 6-months",8,37,NA,NA,NA,NA,NA,NA,0.355456,0.3550985,0.354741,0.3543836,0.3540261,0.3536686,0.00653429216666666,0.599638792054409
"658","Team Supreme Ignorance","Implicit Gender-Career Bias","November - 6-months",9,37,NA,NA,NA,NA,NA,NA,0.3542919,0.3538962,0.3535005,0.3531048,0.3527091,0.3523134,0.00659164216666667,0.604901685700298
"659","MLTS","Implicit Gender-Career Bias","November - 6-months",10,37,NA,NA,NA,NA,NA,NA,0.355793044,0.355595985,0.355398926,0.355201867,0.355004808,0.354807749,0.00670860566666666,0.615635189814521
"660","Polarization Disciples","Implicit Gender-Career Bias","November - 6-months",11,37,NA,NA,NA,NA,NA,NA,0.35086805,0.349724928,0.348946108,0.348773084,0.347929818,0.347342397,0.00691372333333333,0.634458423721394
"661","fearfulastra","Implicit Gender-Career Bias","November - 6-months",12,37,NA,NA,NA,NA,NA,NA,0.357,0.356,0.356,0.356,0.355,0.355,0.00697549816666665,0.640127375383568
"662","Heather Shimmer","Implicit Gender-Career Bias","November - 6-months",13,37,NA,NA,NA,NA,NA,NA,0.356,0.356,0.356,0.356,0.356,0.356,0.00714216483333332,0.655422038696231
"663","Heisenburg","Implicit Gender-Career Bias","November - 6-months",14,37,NA,NA,NA,NA,NA,NA,0.359875655525552,0.351917322120815,0.345989652152832,0.355424961130912,0.360681217208961,0.36163614486982,0.00777440757356733,0.713441677758757
"664","Otto","Implicit Gender-Career Bias","November - 6-months",15,37,NA,NA,NA,NA,NA,NA,0.345,0.361,0.357,0.37,0.362,0.353,0.00848113916666665,0.778297008372012
"665","Imielin","Implicit Gender-Career Bias","November - 6-months",16,37,NA,NA,NA,NA,NA,NA,0.35,0.35,0.34,0.34,0.35,0.35,0.00851438049999999,0.781347498380396
"666","Bordeaux","Implicit Gender-Career Bias","November - 6-months",17,37,NA,NA,NA,NA,NA,NA,0.36,0.358,0.358,0.36,0.36,0.36,0.00955200949999998,0.876568615571123
"667","LongerSquigglyLines","Implicit Gender-Career Bias","November - 6-months",18,37,NA,NA,NA,NA,NA,NA,0.360306,0.355144,0.333946,0.353772,0.360745,0.355293,0.00962011983333333,0.882818963269804
"668","TAPE-Measurement","Implicit Gender-Career Bias","November - 6-months",19,37,NA,NA,NA,NA,NA,NA,0.343320993,0.342320993,0.341320993,0.340320993,0.339320993,0.338320993,0.0100675771666667,0.923881218830495
"669","Team29","Implicit Gender-Career Bias","November - 6-months",20,37,NA,NA,NA,NA,NA,NA,0.36,0.36,0.36,0.36,0.36,0.36,0.0102186761666666,0.937747268821774
"670","Average Joes","Implicit Gender-Career Bias","November - 6-months",21,37,NA,NA,NA,NA,NA,NA,0.36,0.36,0.36,0.36,0.36,0.36,0.0102186761666666,0.937747268821774
"671","WQXZ","Implicit Gender-Career Bias","November - 6-months",22,37,NA,NA,NA,NA,NA,NA,0.35984,0.35992,0.36028,0.3608,0.3613,0.36162,0.0108453428333333,0.995255202877386
"672","FrostNova","Implicit Gender-Career Bias","November - 6-months",23,37,NA,NA,NA,NA,NA,NA,0.35,0.36,0.36,0.35,0.35,0.34,0.0109980921666667,1.00927270062479
"673","Bluebirds","Implicit Gender-Career Bias","November - 6-months",24,37,NA,NA,NA,NA,NA,NA,0.361,0.361,0.361,0.361,0.361,0.361,0.0112186761666666,1.02951524869775
"674","TeamKL","Implicit Gender-Career Bias","November - 6-months",25,37,NA,NA,NA,NA,NA,NA,0.35,0.36,0.35,0.36,0.39,0.35,0.0114811391666667,1.05360094799994
"675","BRTWN","Implicit Gender-Career Bias","November - 6-months",26,37,NA,NA,NA,NA,NA,NA,0.3611371,0.3616081,0.3621546,0.3624276,0.3607894,0.360787,0.0117026428333333,1.07392789202506
"676","BlackSwan","Implicit Gender-Career Bias","November - 6-months",27,37,NA,NA,NA,NA,NA,NA,0.35,0.35,0.34,0.34,0.34,0.34,0.0118477138333333,1.08724076463365
"677","MORDEAUX Team","Implicit Gender-Career Bias","November - 6-months",28,37,NA,NA,NA,NA,NA,NA,0.367,0.3579,0.3745,0.3569,0.3588,0.3622,0.0137254981666667,1.2595612395464
"678","FMTeam","Implicit Gender-Career Bias","November - 6-months",29,37,NA,NA,NA,NA,NA,NA,0.363590158,0.363590158,0.363590158,0.363590158,0.363590158,0.363590158,0.0138088341666667,1.26720881591735
"679","Lotus","Implicit Gender-Career Bias","November - 6-months",30,37,NA,NA,NA,NA,NA,NA,0.35,0.35,0.33,0.37,0.35,0.32,0.0139242251666667,1.27779801488322
"680","1859","Implicit Gender-Career Bias","November - 6-months",31,37,NA,NA,NA,NA,NA,NA,0.361360008,0.357087482,0.359703391,0.371140962,0.371332847,0.362019247,0.0139926656666667,1.28407866130992
"681","Team42","Implicit Gender-Career Bias","November - 6-months",32,37,NA,NA,NA,NA,NA,NA,0.36,0.36,0.34,0.37,0.37,0.34,0.0139974275,1.28451564513542
"682","adamman","Implicit Gender-Career Bias","November - 6-months",33,37,NA,NA,NA,NA,NA,NA,0.361360008,0.357087482,0.359855607,0.375434605,0.370274428,0.362019247,0.014557239,1.33588841560176
"683","Lady in Black","Implicit Gender-Career Bias","November - 6-months",34,37,NA,NA,NA,NA,NA,NA,0.35,0.36,0.37,0.37,0.37,0.37,0.0152186761666666,1.39658716820165
"684","LoneGradStudent","Implicit Gender-Career Bias","November - 6-months",35,37,NA,NA,NA,NA,NA,NA,0.37,0.38,0.36,0.35,0.35,0.34,0.0176647588333333,1.62105923313129
"685","Hi5","Implicit Gender-Career Bias","November - 6-months",36,37,NA,NA,NA,NA,NA,NA,0.36,0.37,0.37,0.37,0.37,0.37,0.0185520095,1.7024804344549
"686","TheMets","Implicit Gender-Career Bias","November - 6-months",37,37,NA,NA,NA,NA,NA,NA,0.381,0.359,0.381,0.359,0.381,0.359,0.0202186761666667,1.85542706758153
"687","Sociology","Life Satisfaction","November - 6-months",1,82,NA,NA,NA,NA,NA,NA,6.333909849,6.333909849,6.333909849,6.333909849,6.333909849,6.336,0.0120152968333334,0.3595394141085
"688","teamGreenLake","Life Satisfaction","November - 6-months",2,82,NA,NA,NA,NA,NA,NA,6.338871,6.339203,6.339453,6.339643,6.33979,6.339903,0.0121744886666669,0.364302986684486
"689","CarrNCUSA","Life Satisfaction","November - 6-months",3,82,NA,NA,NA,NA,NA,NA,6.338431,6.338431,6.338431,6.338431,6.338431,6.338431,0.0123636553333334,0.369963510385693
"690","savvy time traveler","Life Satisfaction","November - 6-months",4,82,NA,NA,NA,NA,NA,NA,6.33,6.33,6.33,6.33,6.33,6.33,0.0129129973333333,0.38640173106096
"691","The Star","Life Satisfaction","November - 6-months",5,82,NA,NA,NA,NA,NA,NA,6.34189415,6.344078541,6.34559679,6.346801758,6.348070621,6.348070621,0.0140116168333331,0.419276242347465
"692","AbCdEfG","Life Satisfaction","November - 6-months",6,82,NA,NA,NA,NA,NA,NA,6.334542453,6.324542453,6.314542453,6.344542453,6.344542453,6.334542453,0.0140303220000001,0.41983596590299
"693","5casters","Life Satisfaction","November - 6-months",7,82,NA,NA,NA,NA,NA,NA,6.32500344,6.318599498,6.326047793,6.339585838,6.327977056,6.313253893,0.0140349103333336,0.419973264773032
"694","CPMY","Life Satisfaction","November - 6-months",8,82,NA,NA,NA,NA,NA,NA,6.34059593,6.342761323,6.344926716,6.347092109,6.349257502,6.351422895,0.0143955235,0.430764063241146
