,X,ResponseId,team_name,phase,domain,DataOnly,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,MA_UniqueParam,OT_UniqueParam,MA_Comments,OT_Comments,Agreement,parameters_coded,MA_Flag,OT_Flag
119,119,R_C9NX7uA8BLUDd2p,4 chimps with a dart,1,lifesat,NA,"In a next step, we brainstormed and researched relevant predictors of life satisfaction and additionally searched for quantitative estimates. Building on the identified variables we had several discussions to evaluate whether and to which extent the variables are influenced by the covid-19 pandemic, specifically given our aforementioned scenario. 
 
1)     General influences of Covid-19 and lockdowns on life satisfaction
·        USA:   People became more pessimistic about resolving the crisis in the second half of April compared to first half (Link)
·        Germany: Widespread worries in February and March, decreased worries in April but still above baseline. Collective experience of coping with the crisis leads to optimism during the quarantine situation. Important trend to estimate temporal effects from lockdown to post-lockdown. (Link - in German)
·        New Zealand: No relevant difference in life satisfaction between pre-lockdown and lockdown life satisfaction in New Zealand. But slightly increased mental distress (1.6%, 99% CI from 0.00 to about 3.1) and decreased fatigue compared to shortly before lockdown and similarly for 1 year before lockdown. Seems like high quality evidence and relatively robust life satisfaction assessment. Not sure how mental distress relates to life satisfaction here and to twitter posts specifically. (Sibley, C. G., Greaves, L., Satherley, N., Milojev, P., Bulbulia, J., Barlow, F., … Houkamau, C. (in press). What happened to People in New Zealand During Covid-19 Home Lockdown? Institutional Trust, Attitudes to Government, Mental Health and Subjective Wellbeing. American Psychologist.)
·        Australia: Shows a 2.7364% decreased subjective wellbeing from end of March to end of April in Australia. Preliminary data analysis, perhaps this estimate reflects a good lower bound for USA. (unpublished data from team members)[SA3] 
·        China: Effects of lockdown in China. Negative impact predominantly for people who are not able to work from home during lockdown. (Zhang, S. X., Wang, Y., Rauch, A., & Wei, F. (2020). Unprecedented disruption of lives and work: Health, distress and life satisfaction of working adults in China one month into the COVID-19 outbreak. Psychiatry Research, 288, 112958. https://doi.org/10.1016/j.psychres.2020.112958)
·        UK: Positive association of weak covid-related safety measures/behaviors and worries, e.g. UK lockdown reduced worries by 0.150 of a standard deviation over a couple of days (Link). We are not sure whether those kinds of worries can be generalized to life satisfaction at all but perhaps relevant to valence of twitter activities.
·        Summary: The studies above indicate that the lockdown itself does not necessarily lead to a drop in life satisfaction on average but more complicated associations. People’s perception of the government’s crisis management and cultural factors (e.g. individualism vs. collectivism or work culture) might play a crucial role. Based on those findings we assume that an ongoing lockdown situation will slightly decrease life satisfaction on average but not in an extraordinary way, remaining within the range of historical data. Therefore, we assume that future data points will not fall below the minimum value within the last 3 years (i.e. in the twitter data provided for this study the lowest score was 6.2).
 
2)     Profession
·        McKee-Ryan et al. (2005) identify short term effects of unemployment on life satisfaction: r=.223 (long term effect smaller). The study provides high quality meta-analytic evidence but effects might be smaller as financial and social variables involved might be less severe now during the pandemic due to governmental and social interventions. Moreover, the correlational study data might be confounded by causal effects of life satisfaction on unemployment. (McKee-Ryan, F., Song, Z., Wanberg, C. R., & Kinicki, A. J. (2005). Psychological and Physical Well-Being During Unemployment: A Meta-Analytic Study. Journal of Applied Psychology, 90(1), 53–76. https://doi.org/10.1037/0021-9010.90.1.53).
·        Work from home
·        correlation with loneliness
·        stress level
·        job security
3)     Leisure
·        restricted vacations
·        restricted hobbies
·        restricted events
·        Literature does not offer clear guidance for the evaluation of possible effects. Studies are not clear about effect direction between leisure and life satisfaction. I would suggest to not take it into account even if lockdown rules stay in place (Reference).
4)     Physical health
·        Direct infection by covid-19
·        Self-infection
·        Effects during infection
·        Long-term effects
·        Infection of friends & family
·        Deaths of friends & family
·        Less exercise and impaired mobility lead to decreased physical and mental health
·        More drug consumption
5)     Loneliness
·        How many people live with other people? Those who don’t might be more lonely
·        Single vs. in relationship → stronger effect on singles
·        Crucial is to consider the discrepancy between “need to belong” and to which degree this need is satisfied. “However, importantly, living alone or with others was not associated with discrepancy scores, nor with loneliness, suggesting that people living with others have just as many unmet belonging needs, and are just as lonely as people living alone” (Reference, p.5). Thus, we don’t have to distinguish between living alone and living with others. Loneliness is a mediator. Loneliness beta = -0,24
6)     Positive factors
·        More leisure time
·        Less fatigue
·        Less violence in public spaces
·        Increased self-determination if working from home such as to plan the day, have nice breaks, partially enhanced opportunities to change some habits
·        Less noise and air pollution by cars and airplanes
·        Less crowded public transport
·        More gratitude for jobs such as at supermarkets or hospitals
·        Less workplace related stress, such as interpersonal pressure, commuting, mobbing, social anxiety
7)     Others
·        Financial hardship due to inflation (rather in the long-term) → highly uncertain and low severity, therefore not included in our estimate
·        No support by day care centers for children, more parental duties
·        Domestic violence increased by 78% in the US
·        Sexual abuse increased by 44% in the US
·        Increased family conflicts → might particularly impact on adolescents, who are perhaps most active on twitter?
·        Less services and goods due to governmental measures or covid-caused loss of economic productivity
·        Additional suicides → burden on significant others
·        Interaction effects with preexisting mental problems
 
Based on the information discussed above and the theoretical considerations (i.e., adaptation and negativity bias, see theoretical background) we adjust the baseline of our time-series model by minus 0.09 points. This represents our basis adjustment and will be further refined in the following around selected dimensions. We model an adaptation effect by iteratively rolling back our negative adjustment of 0.09 over 3 months. However, we only consider the adaptation effect for people not affected by unemployment. Therefore we weight the adaptation effect by a factor of 0.9 which equals 1 minus the unemployment rate (Link) of the US. The unemployed need 6 months for adaptation. Summarized the changes for the next six months are:
-0.09, -0.09 + 0.09*1/3*0.9, -0.09 + 0.09*2/3*0.9, -0.09*0.1, -0.09 *0.1, -0.09 *0.1
In addition to the increments above, we assumed that the USA will lift the lock-down and other restrictions too early. This will cause a second COVID wave and lower the life-satisfaction again. We expect that the additional decrease will be smaller than in April and the computation also incorporates uncertainty surrounding this event. We decreased the previously estimated life satisfaction ( -0.09 + 0.09*2/3*0.9 and -0.09*0.1)  by 0.02 in June and July. The resulting change in June and July are -0.09 + 0.09*2/3*0.9 -0.02 and -0.09*0.1 - 0.02 .
We take the election in the USA into consideration since it is a major event in the considered period. As negative experiences usually lead to stronger reactions, we expect that elections will cause a negative effect in the twitter data relatively irrespectively of the election outcomes. We incorporate this negativity as a decrease by 0.01 from the baseline estimation in November.
",41,1,2,NA,41,16,,,0,41,NA,NA
120,120,R_1mpWg38aa9BMatM,SCREEN Team,1,lifesat,NA,"Economic recession, household income, increases in family conflict, parenting stress. ",4,1,1,NA,5,4,,,0,5,NA,NA
121,121,R_1mpWg38aa9BMatM,SCREEN Team,1,posaffect,NA,"Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",6,1,2,NA,7,6,,,0,7,NA,NA
122,122,R_1mpWg38aa9BMatM,SCREEN Team,1,negaffect,NA,"Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",6,1,2,NA,7,6,,,0,7,NA,NA
123,123,R_1mpWg38aa9BMatM,SCREEN Team,1,ideolrep,NA,"US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",4,0,NA,NA,4,4,,,1,4,NA,NA
124,124,R_1mpWg38aa9BMatM,SCREEN Team,1,ideoldem,NA,"US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",4,0,NA,NA,4,4,,,1,4,NA,NA
125,125,R_1mpWg38aa9BMatM,SCREEN Team,1,polar,NA,"recession, economy, 2020 US election, Trump campaign, Biden campaign, stabilization of US markets. ",6,0,NA,NA,6,6,,,1,6,NA,NA
126,126,R_ZlWXYoDU53yJZst,MORDEAUX Team,1,iasian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
127,127,R_ZlWXYoDU53yJZst,MORDEAUX Team,1,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
128,128,R_ZlWXYoDU53yJZst,MORDEAUX Team,1,igend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
129,129,R_2ZKRjwRKzN67eJY,Team Funemployed,1,lifesat,NA,Unemployment rate; we estimated effect of unemployment rate on life satisfaction by training a regression model.,1,0,NA,NA,1,1,,,1,1,NA,NA
130,130,R_1eOzg1yvQRxoVr0,WeGen,1,lifesat,NA,"Genetic latent variables, random variables across regions. ",2,1,2,NA,3,3,,,1,3,NA,NA
131,131,R_1eOzg1yvQRxoVr0,WeGen,1,posaffect,NA,NA,1,1,1,NA,1,1,,,1,1,NA,NA
132,132,R_1eOzg1yvQRxoVr0,WeGen,1,negaffect,NA,NA,1,1,1,NA,1,1,,,1,1,NA,NA
133,133,R_3je47BZiW0vsXxb,Haku,1,lifesat,0,"All about COVID, and the expected trajectory of deaths and cases, including what I believe will be a temporary elation over economy opening up, but dashed when an enormous number of cases then results from that opening up.",3,1,3,Both deaths and number,3,4,,,0,4,NA,NA
134,134,R_3fYLuMJqqxpujqn,Haifa_Team,1,lifesat,NA,"I based my predictions mainly on past data as a benchmark. Also, my predictions are based on a hope that the COVID pandemic is going to slow down within the following few months. I assume that generally there is a bit lower life satisfaction at Winter, but I also predict some increase in Life Satisfaction closer to the New Year (especially among the measure population - i.e., Twitter users). After a somewhat lower life satisfaction in January - February, I predict a spike in life satisfaction towards March-April 2021, as I hope we will be over the COVID, and there will be a lot of optimism for a brighter future.   ",2,0,NA,NA,3,4,,,0,4,NA,NA
135,135,R_3fYLuMJqqxpujqn,Haifa_Team,1,egend,NA,"My absolutely main variable was previous data: I noticed that the G-C Bias historically was relatively low, and with minor monthly fluctuations. I assumed similar trend will continue.  ",NA,NA,NA,NA,0,0,,,1,0,NA,NA
136,136,R_2tr58oLYN0VNmIZ,md2000,1,lifesat,NA,"worsening economy based on worsening pandemic, with bumps for hopefulness after election. then sliding after people discover there is no miracle cure.",3,1,1,NA,3,3,,,1,3,NA,NA
137,137,R_2tr58oLYN0VNmIZ,md2000,1,ideolrep,NA,"covid, economy, conventions, Biden taking office, no easy end in sight",5,1,1,NA,5,5,,,1,5,NA,NA
138,138,R_2tr58oLYN0VNmIZ,md2000,1,ideoldem,NA,"covid, economy, conventions, Biden taking office, no easy end in sight",5,1,1,NA,5,5,,,1,5,NA,NA
139,139,R_2tr58oLYN0VNmIZ,md2000,1,polar,NA,increasing polarization leading up to election; decreasing polarization after election; until people realize that new president has no magic solutions,3,1,1,NA,1,3,,,0,3,NA,NA
140,140,R_2tr58oLYN0VNmIZ,md2000,1,easian,NA,increasing bias as conflict with China heats up and as jingoistic talk increases as election ramps up; decrease after election as jingoism decreases,2,0,NA,NA,2,2,,,1,2,NA,NA
141,141,R_1jJ4bv4NOSxgrke,Goldensaber,1,ideolrep,NA,"I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx).  I also looked at economic forecasts, but I put less stock in them because I view them as less solid than the polling data trends.
The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that conservatives' trust of Trump goes down (relative to liberals) with increasing fear of the disease.  Our model suggests that the conservatism-threat tie is changed as people experience more impacts of the disease.  This led to the reflection that if the trend is to perceive the disease as less threatening (Gallup data suggest it is), this might actually make people more likely to support conservative candidates.  This is a bit at odds with prior work on Ebola, but I think the political motives involved here are different: Conservatives’ goals are better suited by a less-threatening COVID, while liberals’ goals are better suited to a more-threatening COVID.  Thus, given the current trends, we estimated a slight conservative shift.  
On the flip side, people are either slightly more economically worried than they were when the pandemic started, or about the same as they were at the beginning.  A poor economy would go against a sitting president, which might make people report less support for conservatives.  However, in this case it might also more generally be in line with conservative expectations about the disease (conservatives = “people who said we should err on the side of the economy”), thus in a sense serving more conservative ends in the short term.  This might lead to a slight conservative shift.   It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
",3,0,NA,NA,2,3,,,0,0,NA,NA
142,142,R_1jJ4bv4NOSxgrke,Goldensaber,1,ideoldem,NA,"I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx).  I also looked at economic forecasts, but I put less stock in them because I view them as less solid than the polling data trends.
The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that conservatives' trust of Trump goes down (relative to liberals) with increasing fear of the disease.  Our model suggests that the conservatism-threat tie is changed as people experience more impacts of the disease.  This led to the reflection that if the trend is to perceive the disease as less threatening (Gallup data suggest it is), this might actually make people more likely to support conservative candidates.  This is a bit at odds with prior work on Ebola, but I think the political motives involved here are different: Conservatives’ goals are better suited by a less-threatening COVID, while liberals’ goals are better suited to a more-threatening COVID.  Thus, given the current trends, we estimated a slight conservative shift.  
On the flip side, people are either slightly more economically worried than they were when the pandemic started, or about the same as they were at the beginning.  A poor economy would go against a sitting president, which might make people report less support for conservatives.  However, in this case it might also more generally be in line with conservative expectations about the disease (conservatives = “people who said we should err on the side of the economy”), thus in a sense serving more conservative ends in the short term.  This might lead to a slight conservative shift.   It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
",3,0,NA,NA,2,3,,,0,2,NA,NA
143,143,R_1jJ4bv4NOSxgrke,Goldensaber,1,polar,NA,"I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx). 

The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that both parties are viewing this pandemic through largely partisan motives, e.g., conservatives view the disease as less threatening because a less-threatening COVID reduces the need for big government (something conservatives want), while a more-threatening COVID increases the need for big government (something liberals want).  Our data further suggest that these partisan lenses become less important as people experience direct effects of the disease.
However, polling trends suggest that people are viewing the disease as less threatening than they did at the beginning of the pandemic – suggesting if anything a rise in partisanship will occur in the summer.  I suspect this rise will be temporary, stabilizing either because the disease itself has a second wave (thus increasing experience levels which reduce partisanship), or because things normalize (thus returning partisanship to prior levels).  It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
  
Also, the polarization measurement itself is tricky.  Not only is it very specific to Trump, it also looks to me like it is getting close to a ceiling effect.  Thus, in part I moderated the potential growth in polarization because realistically, on that question, it cannot get much greater.",2,0,NA,NA,2,2,,,1,2,NA,NA
144,144,R_XhWt0WhYksIvwI1,CheeseCake,1,lifesat,NA,"As noted above, I believe several major factors may play an important role in affecting life satisfaction. ",6,1,3,the development of vaccine,6,6,,"From their response to theory: My predictions were based on three influential factors: economic recovery, corovirus vaccine, and presidential election. In addition, I also considered the change of season and the increased spread of infectious diseases in the winter.",1,6,1,NA
145,145,R_XhWt0WhYksIvwI1,CheeseCake,1,posaffect,NA,"I have considered the change of seasons and the flu during the winter, assuming the vaccine for COVID-19 has not been developed by then.  ",3,1,1,NA,4,3,,,0,4,NA,NA
146,146,R_XhWt0WhYksIvwI1,CheeseCake,1,negaffect,NA,"I have considered the change of seasons and the flu during the winter, assuming the vaccine for COVID-19 has not been developed by then.  ",3,1,1,NA,4,3,,,0,4,NA,NA
147,147,R_XhWt0WhYksIvwI1,CheeseCake,1,easian,NA,COVID-19 and the attribution of the cause to China was the major factor for my prediction. ,2,1,3,attribution of the cause of COVID-19 to China,2,2,,,1,2,NA,NA
148,148,R_3MFIxk2p3fJmFfz,CantabRoyal,1,posaffect,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",NA,NA,NA,NA,1,1,,,1,1,NA,NA
149,149,R_3MFIxk2p3fJmFfz,CantabRoyal,1,negaffect,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",NA,NA,NA,NA,1,1,,,1,1,NA,NA
150,150,R_2tLue9TWKlCrv64,Sociology,1,lifesat,NA,"I didn't formally model additional variables. Instead, I'm making estimates based on suspected patterns in things ""opening"" back up again.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
151,151,R_2tLue9TWKlCrv64,Sociology,1,ideolrep,NA,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
152,152,R_2tLue9TWKlCrv64,Sociology,1,ideoldem,NA,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
153,153,R_2tLue9TWKlCrv64,Sociology,1,polar,NA,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
154,154,R_2tLue9TWKlCrv64,Sociology,1,igend,NA,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
155,155,R_2tLue9TWKlCrv64,Sociology,1,egend,NA,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
156,156,R_3h4M6Ubf92rf31g,Team IPA,1,ideolrep,NA,"Two factors that I included in my estimates were (1) a general assumption that support for R's will decrease in late summer and early fall as parts of the CARES act expire and we begin to see additional economic strain., and (2) an assumption that Biden is elected president in November and there is a brief honeymoon period where support for D's will marginally increase after the election. ",2,0,NA,NA,2,2,,,1,2,NA,NA
157,157,R_3h4M6Ubf92rf31g,Team IPA,1,ideoldem,NA,"Two factors that I included in my estimates were (1) a general assumption that support for R's will decrease in late summer and early fall as parts of the CARES act expire and we begin to see additional economic strain., and (2) an assumption that Biden is elected president in November and there is a brief honeymoon period where support for D's will marginally increase after the election. ",2,0,NA,NA,2,2,,,1,2,NA,NA
158,158,R_3h4M6Ubf92rf31g,Team IPA,1,polar,NA,"Overall, I assumed that polarization will begin to intensify in Fall 2020 as the Presidential campaign intensifies  and as low-information voters begin to pay attention to the race (and become polarized). Additionally, I assumed that Biden will prevail in the election an--as Trump experienced in 2017--polarization will briefly, but dramatically fall during the transition in Dec 2020 - Jan 2021 and then steadily increase back to baseline.",2,0,NA,NA,2,2,,,1,2,NA,NA
159,159,R_2wnnHdKyTWVMPQC,Dutch East India Company,1,iasian,NA,"No additional variables. We do not expect COVID-19 to have much of an effect. We included time (year, month for seasonality) in the prediction. ",2,0,NA,NA,1,1,,,1,1,NA,NA
160,160,R_2wnnHdKyTWVMPQC,Dutch East India Company,1,ideolrep,NA,"We base our predictions on the general dynamic of elections, in which (a) the political mobilization of many citizens with regard to the election only occurs the during the summer or early fall; and (b) a fairly stable difference in party support that has become evident since 2017. Though it is quite possible that there will be a political leadership change [election November 2020; inauguration January 2021], this will likely entrench existing division between parties and party supporters. The number of COVID-19 deaths, and the presidential leadership during this crisis will certainly a central topic during the campaign, but the parties would have found any other topic to fight over. ",1,1,3,"general consideration as an election topic, but outcome of crisis is not material for U.S. electoral politics",2,2,,,1,2,NA,NA
161,161,R_2wnnHdKyTWVMPQC,Dutch East India Company,1,ideoldem,NA,"We base our predictions on the general dynamic of elections, in which (a) the political mobilization of many citizens with regard to the election only occurs the during the summer or early fall; and (b) a fairly stable difference in party support that has become evident since 2017. Though it is quite possible that there will be a political leadership change [election November 2020; inauguration January 2021], this will likely entrench existing division between parties and party supporters. The number of COVID-19 deaths, and the presidential leadership during this crisis will certainly a central topic during the campaign, but the parties would have found any other topic to fight over. ",1,1,3,"general consideration as an election topic, but outcome of crisis is not material for U.S. electoral politics",2,2,,,1,2,NA,NA
162,162,R_2QYQjgqRTZ5OsT9,StatFore,1,posaffect,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
