"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"325",325,"6/3/2020 16:19","6/3/2020 16:51",0,"75.65.195.163",100,1920,1,"6/3/2020 16:52","R_pbeLmHOF2EzDVDz",NA,NA,NA,NA,32.46989441,-90.11019897,"anonymous","EN",0,0,39.468,0,600000,700000,800000,700000,800000,700000,600000,500000,500000,600000,500000,600000,22.741,59.083,119.134,6,36,3.894,9.899,16.085,3,1,2,NA,5,"Social Worker",4,3,NA,2,"USA",2,5,"Making the excel document was tedious and boring. Had compensation been lower I would've skipped it.","5ec406781e851d0b5655eacb","5ed7c6806cb9612735cc3980","5ed805d5f5de7b2f1569c7e4",1,"posaffect","pred",-1.1,-1.2,-1.1,-1.2,-1.1,-1.3,-1.25,-1.75,-1.2,-1.3,-1.3,-1.4,1853,28.666,30.428,30.43,3,2,"F_DtL7tlnTlNYMWzL","affect.xlsx",42696,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.335,124.998,127.284,6,6.963,109.015,124.035,3,2,"1",NA,"I don't really have assumptions based on theory.","I thought about things that may happen in the next few months. Covid deaths will hopefully start flattening out. Unemployment hopefully will go down. Legislation might get passed to address the reasons people are protesting. The election in America is going to be this year. ",1,"I am hoping the curve flattens which would raise the positive and lower the negative based on that isolated event.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"326",326,"6/3/2020 16:33","6/3/2020 16:53",0,"108.194.157.71",100,1187,1,"6/3/2020 16:53","R_ctIEwbnS1KU9odP",NA,NA,NA,NA,35.10629272,-89.94100189,"anonymous","EN",0,0,3.534,0,1200000,1300000,1400000,1500000,2000000,2100000,2150000,2350000,2500000,2600000,2800000,3200000,11.035,115.354,165.585,6,34,3.393,5.891,8.812,3,1,2,NA,5,"Product Manager",4,10,NA,2,"USA",1,6,NA,"596e1af7a09655000197d4bb","5ed7c6806cb9612735cc3980","5ed8090b804efd1372e76213",1,"posaffect","pred",-1.04866650313557,-1.05243867432867,-1.05621084552176,-1.05998301671486,-1.06375518790795,-0.06752735910105,-1.05129953029414,-1.07507170148724,-1.11988438726803,-1.18261604387343,-1.2638821506652,-0.09016038625962,1864,10.118,14.491,15.581,3,2,"F_OCNXEibiICqXA3v","affect.xlsx",42483,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.098,44.643,117.32,4,2.367,16.556,39.742,2,3,"1,4",NA,"i used previous data year over year and instered my own assumptions","i did consider political events like the presidential race",2,NA,1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"327",327,"6/3/2020 16:06","6/3/2020 16:53",0,"73.17.103.34",100,2839,1,"6/3/2020 16:53","R_12yBOZZGk4Oddvj",NA,NA,NA,NA,42.24630737,-70.99720001,"anonymous","EN",0,0,104.574,0,80000,82000,83000,84000,100000,120000,150000,160000,170000,180000,200000,201000,1.449,64.431,69.507,9,24,2.985,4.954,5.608,3,2,1,NA,6,"admin assistant ",2,10,NA,5,"usa",2,4,"This was a bit tough at first but I think I got it .. the spreadsheet was hard at times because of all the information ","55cb7fdafdf99b3c26ae4d4a","5ed7c6806cb9612735cc3980","5ed802a4fd7ffe2fb4989d1a",1,"posaffect","pred",-0.7,-0.8,-0.7,-0.7,-1.1,-1.1,-1,-1.4,-0.8,-1,-1.2,-0.9,1867,2.205,2.205,2.208,1,2,"F_ZIuc4GaEmtWpTbP","affect (1) Done.xlsx",43028,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",145.406,749.207,780.652,7,2.799,107.605,108.119,3,3,"1,4",NA,"It was hard for me! I had to switch back and forth and I started by using the numbers as data but found my head spinning so I switched over to just using the graph. I also based it a bit on assumptions as this year the virus is going to cause a lot more negativity as well as the protest especially in the fall since we will see a 2nd wave likely. ","Covid 19- The 2nd wave will cause people to be more negative ,scared and we will go through this whole stay at home again , but this time it will be worse as we have not recovered yet from the 1st wave.
Protesting/racism- This will continue to follow us as we work on change making thing more uptight/sad",1,"It is causing more of a negative outlook for me as people are still traumatized and a 2nd wave will make things even more negative. ",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"328",328,"6/3/2020 16:28","6/3/2020 16:53",0,"174.20.66.206",100,1498,1,"6/3/2020 16:53","R_27lEy7ZsYXFTS6Z",NA,NA,NA,NA,44.99850464,-93.30290222,"anonymous","EN",7.739,7.739,8.86,1,735000,880000,1020000,1400000,1500000,1625000,1750000,1825000,2000010,2100000,2150000,2200000,4.169,113.923,120.076,21,53,2.825,6.798,8.049,4,1,2,NA,5,"sales",4,10,NA,4,"USA",2,7,"I'm generally confused but it works for me.","58cbd23d5d42920001414dd8","5ed7c6806cb9612735cc3980","5ed8080548cb0e311f1e9de9",1,"posaffect","pred",-1,-1.5,-1,-0.85,-0.75,-0.8,-1,-0.85,-0.87,-0.75,-0.65,-0.5,1878,6.156,593.371,596.541,5,1,"F_rl7GtcOu9bgZ161","affect.xlsx",43040,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",13.143,14.044,14.046,2,1.055,31.079,57.908,3,1,"1",NA,"I have no idea what I'm doing. But, lots of negativity right now so highly negative but that will fade with time.","Riots will end, sanity will be restored, we are slowly adjusting to COVID.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"329",329,"6/3/2020 16:21","6/3/2020 16:54",0,"174.60.140.57",100,1990,1,"6/3/2020 16:54","R_3ME6StZuClSfA2l",NA,NA,NA,NA,39.95339966,-76.79419708,"anonymous","EN",0,0,142.329,0,600000,600700,600750,600800,600840,600875,600905,600925,600940,600960,600970,600975,42.625,204.865,211.871,15,66,2.701,15.594,19,6,2,1,NA,6,"Help Desk Analyst",4,10,NA,4,"United States",3,4,"not sure if I should have put negative signs on negative opinions about Twitter.","5cd1bbc59e657600172becf0","5ed7c6806cb9612735cc3980","5ed80632b2a4d62f7ca51186",1,"posaffect","pred",1,2,2,1,2,2,3,3,2,3,2,2,1886,27.228,27.228,27.229,1,1,"F_3VsLdQ2lVnBHt8R","affect.ods",42085,"application/vnd.oasis.opendocument.spreadsheet",4.672,168.84,173.423,27,6.387,49.851,110.478,5,3,"1",NA,"JUST USED INTUITION AND INCREASED SATISFACTION AROUND ELECTION TIME","I USED COVID-19 BETTER Outcomes and increased employment rates and better economy",1,"i'm really not sure what's going to happen with Twitter or if Trump will shut it down",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"330",330,"6/3/2020 16:30","6/3/2020 16:54",0,"216.30.159.100",100,1437,1,"6/3/2020 16:54","R_3Hk8HJ71xQXNRjQ",NA,NA,NA,NA,37.13619995,-80.41249847,"anonymous","EN",0,0,6.258,0,750000,800000,900000,1000000,1050000,1100000,1250000,1400000,1500000,1550000,1600000,1700000,12.61,125.63,142.799,6,34,2.512,5.754,6.945,4,2,1,NA,4,"Operations Assistant",4,3,NA,6,"United States",2,5,"no comments","5c0fa2324324e80001c951c9","5ed7c6806cb9612735cc3980","5ed80862dedc011246ed8b27",1,"posaffect","pred",-1,-0.5,-1,-1.1,-1,-0.5,-1,-1.1,-1,-0.5,-1,-1.1,1887,24.769,36.221,37.259,2,2,"F_1FSblmECZlHG9dX","affect.xlsx",42978,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",145.249,244.435,249.023,7,0.798,33.632,57.87,2,5,"1",NA,"I was basing it on the provided data and the ups and downs the months may bring.","Yes, the current protest going on for George Floyd and the continued COVID-19 problems.",1,"COVID-19 is forecast to come and go in waves.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"331",331,"6/3/2020 16:22","6/3/2020 16:54",0,"73.70.95.2",100,1944,1,"6/3/2020 16:55","R_3GliiNDQFAkqPcC",NA,NA,NA,NA,37.31770325,-122.0438004,"anonymous","EN",0,0,6.484,0,1000000,1325000,1600000,1800000,1925000,2135000,2500000,2980000,3450000,3750000,3880000,4000000,7.056,77.458,78.907,11,21,3.479,6.218,8.23,4,2,1,NA,5,"unemployed",2,10,NA,2,"USA",2,8,"n/a","5d76bc8e529c4b00197aa4f2","5ed7c6806cb9612735cc3980","5ed80686ac241e2fb9a3fb77",1,"posaffect","pred",-1.75,-1.83,-1.98,-1.45,-1.3,-1.45,-1.38,-1.23,-1.34,-1.39,-1.45,-1.32,1899,28.366,28.366,28.37,1,1,"F_1mJVEasCAFMWhfb","affect.xlsx",43260,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",257.703,351.493,352.686,8,0.538,3.801,234.783,3,2,"1",NA,"I used my general intuition in making these predictions. I tried to follow the trends that were set by the model. I also tried to stick within the mean and standard deviation since on average, my predictions should fall within those ranges. I also tried to consider other variables when making my predictions. ","I considered variables such as political climate and changes since it is an election year. Things will most likely get worse at first until the election, then slowly improve. I also tried to take into account the current news cycle and what is being discussed, such as the recent protests and COVID-19 variables. ",1,"I think it will make the predictions more extreme since the COVID-19 pandemic is currently ongoing. It should most likely first cause negative emotions to become more common since there is a very negative sentiment associated with it. However, as time passes and hopefully things will be able to improve, COVID-19 will not elicit as many negative emotions. It should skew towards positive emotions then and increase the predictions for it.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"332",332,"6/3/2020 16:31","6/3/2020 16:55",0,"12.244.108.174",100,1409,1,"6/3/2020 16:55","R_2YkVDUiayeXxfH4",NA,NA,NA,NA,34.00680542,-118.2559967,"anonymous","EN",0,0,21.355,0,610000,615000,620000,610000,600000,590000,600000,601000,602000,590000,550000,510000,13.898,249.746,301.769,28,31,3.58,7.095,10.086,3,2,1,NA,5,"student ",6,10,NA,1,"USA",1,4,NA,"5ea9c1addb6f03117eda30e0","5ed7c6806cb9612735cc3980","5ed808952e914213a20ffe59",1,"posaffect","pred",-1.5,-2,-1.7,-1.5,1.23,1,0.5,1,1,1.2,1,0.8,1901,11.305,15.458,16.948,3,1,"F_1mI3Eb0jSe9PYPR","affect (1).xlsx",42639,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",179.592,282.944,284.561,34,0.881,17.066,22.459,3,3,"1",NA,"n/a ","recent events (COVID + protest) ",1,"there will be a flatter curve. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"333",333,"6/3/2020 15:57","6/3/2020 16:55",0,"172.91.85.114",100,3469,1,"6/3/2020 16:55","R_2s2wFc5qwXnrMuR",NA,NA,NA,NA,34.04469299,-118.4487,"anonymous","EN",0,0,43.765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.105,36.141,127.507,4,42,4.865,8.747,12.026,3,1,2,NA,5,"driver",4,9,"agnostic",3,"United States of America",1,3,"Was mainly shooting in the dark on my projections, I usually would prefer to conduct vast amounts of research before I would make such projections. Like, getting my phd just to anser this study level of research loll","5e755e4337b0d40db93ddcb3","5ed7c6806cb9612735cc3980","5ed7fe9bee1acd30943aa1a7",1,"posaffect","pred",-1.3,-1.33,-1.35,-1.38,-1.4,-1.5,-1.5,-1.6,-1.6,-1.5,-1.4,-1.4,1907,27.904,27.904,27.904,1,1,"F_3lPulRFAaTnKokO","affect (1).xlsx",45535,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",213.583,316.974,317.72,2,5.198,86.267,135.784,5,1,"1,5","Reading the news and Twitter","Assumed people are happier in summer months and holidays. Anxiety around he election.","I considered the economy, covid-19, the 2020 election, summer and fall, and how our corporate media is an entity of malfeasance. There are a number of outside influences to be found tampering with America's elections and politics. Social media is rife with obvious tampering, bots, sock puppets, etc. America is fucked it seems.",1,"Covid-19 is definitely having a very negative affect on the country's outlook and ability to try to have a clean outlook with as few influences as possible. Social media is not helping America have clearer vision of the ills which plague it and are doing the opposite.",1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"334",334,"6/3/2020 16:28","6/3/2020 16:56",0,"136.33.220.178",100,1654,1,"6/3/2020 16:56","R_3PYrQCqb8UcHyfF",NA,NA,NA,NA,38.98869324,-94.63410187,"anonymous","EN",0,0,12.778,0,6300000,9000000,11500000,15500000,20000000,24000000,27000000,29500000,33000000,38000000,45000000,50000000,9.403,192.683,210.789,6,48,15.923,20.009,22.851,3,2,1,NA,6,"project manager - IT",4,10,NA,1,"USA",2,8,NA,"5d524355917c130001493457","5ed7c6806cb9612735cc3980","5ed807c94aaed5306a53df08",1,"posaffect","pred",1.22,0.98,0.99,1.1,1.07,1.06,1.01,0.89,0.95,1.16,0.89,0.88,1914,39.676,39.676,39.678,1,1,"F_21mPnS2s6rYce4w","affect (2).xlsx",63814,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",19.39,140.833,221.889,7,2.843,52.5,58.35,6,2,"1",NA,"No assumptions, just patterns in the data.","future events (e.g. the 2020 election, Christmas, etc.)",1,"More negative as there are outbreaks, less as there are fewer stay at home restrictions.  I cannot predict what the President will do in the future to affect news cycles or partisanship.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"335",335,"6/3/2020 16:22","6/3/2020 16:56",0,"108.49.132.173",100,2059,1,"6/3/2020 16:56","R_3n3pAd7u51IPNIk",NA,NA,NA,NA,42.25059509,-71.12860107,"anonymous","EN",0,0,24.211,0,600000,575000,615000,589000,576000,500000,462000,430000,390000,341000,320000,299000,35.484,42.598,152.34,2,22,4.287,8.388,10.543,3,2,1,NA,5,"research assistant",4,10,NA,1,"United States",1,6,NA,"5ebed3f9f0b4d80eb8cb801a","5ed7c6806cb9612735cc3980","5ed8062f3d153530a01347cb",1,"posaffect","pred",-2,-2,-1.75,-1.4,-1.36,-1.27,-1.2,-0.98,-0.55,-0.77,-0.34,-0.57,1920,19.613,49.025,49.03,2,2,"F_31aRMPrQEsu5pLR","affect.xlsx",43086,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",5.28,197.207,200.7,19,10.528,394.602,403.523,9,4,"1",NA,"I made my assumptions based off of what I have been seeing on Twitter lately, and how long I think those strong emotions are going to last in people in America. I also thought about how holidays might impact emotions, as well as what next year would look like during the months that were rough this year (March, April). I hoped that things would be much better in the United States during these times next year and people will look back on this year and be thankful for the improvements that have been made.","I did not think about political elections. I was focused on the effects of COVID-19 and how states are opening back up, as well as the Black Lives Matter movement. I thought that people might express more positive emotions as things start to go back to normal and people can work again. However, I also thought that there would be a lot of negative emotions right now with everything happening with the Black Lives Matter movement and police brutality. I imagined that the passion that is being displayed right now would start to slow down over the next few months.",1,"I think that positive emotions will go up as less people start to get sick and die from COVID-19.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"336",336,"6/3/2020 16:32","6/3/2020 16:57",0,"24.113.174.226",100,1491,1,"6/3/2020 16:57","R_3I6IDxFn0JcZdSH",NA,NA,NA,NA,48.10769653,-122.7944946,"anonymous","EN",0,0,30.189,0,1700000,3000000,4000000,4500000,5000000,6000000,7200000,8400000,9600000,11000000,12000000,12500000,57.242,147.723,174.602,4,28,1.732,10.579,12.188,4,2,1,NA,3,"Student",4,10,NA,1,"United States of America",3,6,"I had trouble estimating the total cases of COVID in the country, but other than that, there were not any issues. ","5eb1f6fc96a926357133cbb1","5ed7c6806cb9612735cc3980","5ed808cf7bdc7e23f0cf3d0f",1,"posaffect","pred",-1.3,-1.4,-1.4,-1.3,-1.2,-1.4,-1.6,-1.6,-1.4,-1.2,-1.2,-1.3,1927,17.914,26.268,27.314,4,2,"F_33ez0SFWf9LVNDJ","Copy of affect.xlsx",42971,"application/octet-stream",5.179,107.098,107.739,8,2.047,35.8,73.2,2,3,"1",NA,"I am taking into consideration further lockdowns, the elections in November, the holidays, nice weather, and a potential vaccine. ","I am trying to balance all the events that will be happening in the next year, but many are difficult to predict, like the Black Lives Matter movement. ",1,"I think this impacts the trajectory more than any other single event, aside from the current Black Lives Matter movement. This will largely determine happiness and negativity in the coming months. Even if it goes away though with a vaccine, the lingering economic damages will still impact overall happiness. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"337",337,"6/3/2020 16:32","6/3/2020 16:58",0,"24.118.104.102",100,1563,1,"6/3/2020 16:58","R_qVN0gKQykoHpENb",NA,NA,NA,NA,45.11810303,-93.30780029,"anonymous","EN",0,0,13.645,0,650000,750000,800000,850000,860000,870000,890000,900000,910000,915000,917000,918000,2.957,2.957,48.179,1,32,1.27,5.26,6.248,6,2,1,NA,3,"Unemployed",4,10,NA,1,"USA",2,3,"I didn't find any of it confusing.  It was somewhat interesting seeing the numbers from last year.  I think I completed it properly.","570b7b5fb9b52b00102d96f9","5ed7c6806cb9612735cc3980","5ed808e5ee1acd31d076b227",1,"posaffect","pred",-1.4,-1.35,-1.4,-1.2,-1,-1.2,-1,-0.9,-1,-0.9,-0.85,-0.85,1939,8.013,10.985,11.646,3,2,"F_3mmdNMFMAGMfRK3","Copy of affect1.xlsx",43185,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",386.176,424.303,458.212,3,1.016,1.016,35.755,1,2,"1,3",NA,"I thought of what things are going on in the world and with all the craziness happening right now I marked them higher than they generally were last year.","I considered covid, all the protests, people's generally happiness, what I've seen on twitter.",1,"I added it in with everything else and what I think will happen with CO-VID in the US and that made my numbers higher than they were last year.",1,0,1,0,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"338",338,"6/3/2020 16:22","6/3/2020 16:59",0,"97.117.133.58",100,2177,1,"6/3/2020 16:59","R_2TuRTRlnzVSJZ1P",NA,NA,NA,NA,40.56410217,-111.9279022,"anonymous","EN",0,0,47.506,0,1700000,1900000,1500000,1450000,1350000,1200000,950000,880500,799000,730000,680000,630000,1.925,141.641,151.394,17,33,2.771,14.745,18.042,5,1,5,"MALE",5,"Theatrical Technician",4,10,NA,5,"USA",2,3,"There could be clearer instructions about entering the data on the spreadsheets.","5e796c51409bdd52fd1f9a46","5ed7c6806cb9612735cc3980","5ed80697d064a01321e16c5b",1,"posaffect","pred",0.4,0,0.8,1.2,1.4,1.4,1.3,1.3,1.5,1.5,1.5,1.5,1943,8.086,8.086,8.089,1,1,"F_2U3ZPeMBwEYHI5a","affect.xlsx",19352,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",617.768,636.389,636.39,2,1.94,167.888,184.124,5,4,"1",NA,"I based my predictions on current and upcoming social and political events such as COVID-19, the recent protests/riots, and the upcoming presidential election.  ","I based my predictions on these variables.  I also realize that when there is a strong wave of negative emotions on twitter it brings down the average of positive emotions displayed on twitter.",1,"COVID-19 has played a large role in further dividing American citizens based on political and social ideology.    ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"339",339,"6/3/2020 16:32","6/3/2020 16:59",0,"216.15.103.149",100,1607,1,"6/3/2020 16:59","R_2arw51af8bEdvar",NA,NA,NA,NA,40.65429688,-75.50340271,"anonymous","EN",6.529,16.805,17.725,8,650000,680000,695000,700000,703000,706000,715000,725000,755000,800000,820000,830000,2.511,132.791,137.517,30,22,3.598,7.917,8.453,7,2,1,NA,5,"Consultant",2,10,NA,4,"USA",2,5,"I was unsure whether or not I was able to utilize any method (historical pattern and graphical trends) to make my estimates","5ec5d393295d6e655f9842e4","5ed7c6806cb9612735cc3980","5ed808da858a1530a3141312",1,"posaffect","pred",-0.8,-1.3,-0.85,-1.3,-0.9,-1.26,-0.91,-1.28,-0.92,-1.29,-0.95,-1.3,1944,7.579,39.317,39.336,20,1,"F_26521JONrGZHuqo","affect.xlsx",43053,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",5.531,9.115,9.13,3,1.076,198.589,258.901,18,5,"1,5","Trend of historical data","I saw that there was historical data that generally fluctuated between a certain range for both negative and positive emotion patterns. I also looked at whether the past data tended to shift up or down over time and made my estimations based on that. ","I considered the unemployment impact on the economy due to COVID-19 and hence, trended the positive emotions down and the negative emotions up. I think due to unemployment, a lot of people will be more pessimistic and it will reflect in their tone and outlook on Twitter. Due to recent events, I think positive sentiment will definitely trend downwards (COVID-19, protests and riots)",2,NA,1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"340",340,"6/3/2020 16:06","6/3/2020 16:59",0,"129.119.235.21",100,3186,1,"6/3/2020 16:59","R_2S0NgY8HEaHvbfq",NA,NA,NA,NA,32.82659912,-96.7888031,"anonymous","EN",9.347,24.659,25.801,10,1200000,1800000,2200000,2500000,2600000,2700000,2900000,3300000,3800000,4000000,4100000,4200000,12.439,385.79,386.644,45,32,3.962,8.29,9.327,6,1,2,NA,7,"Pharmaceutical research",2,10,NA,4,"The United States of America",1,6,"Hope it helps, the data prediction part is a bit confusing","5eb4849a2541f22efb76dfcd","5ed7c6806cb9612735cc3980","5ed8028c923c092f46d43438",1,"posaffect","pred",-0.5,-0.6,-0.8,-0.9,-0.9,-0.9,-1,-1,-0.9,-0.7,0.7,-0.7,1950,10.894,65.301,66.246,12,1,"F_bdXPolKKKCf5Oxz","affect.xlsx",17126,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.014,2.274,2.299,3,3.83,174.411,267.193,7,5,"1",NA,"Base on current and expecting events, like George Floyd accident, the tension between racial groups is really high, and we expecting another Trump term in November, also life back to normal after pandemic slow down.","I consider major events might happen in the US during next year, predict people's reaction on Twitter, again, just gut feelings.",1,"Pandemic brings people uncertain, nervousness and boreness, as time go by and restrictions gradually lifted, life is going back to normal, a successful vaccine will help as well. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
